,Unnamed: 0,id,name,shortName,tla,crest,address,website,founded,clubColors,venue,runningCompetitions,squad,staff,lastUpdated,area_id,area_name,area_code,area_flag,coach_id,coach_firstName,coach_lastName,coach_name,coach_dateOfBirth,coach_nationality,coach_contract_start,coach_contract_until
0,0,57,Arsenal FC,Arsenal,ARS,https://crests.football-data.org/57.png,75 Drayton Park London N5 1BU,http://www.arsenal.com,1886.0,Red / White,Emirates Stadium,"[{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}, {'id': 2001, 'name': 'UEFA Champions League', 'code': 'CL', 'type': 'CUP', 'emblem': 'https://crests.football-data.org/CL.png'}]","[{'id': 3827, 'name': 'Rúnar Alex Rúnarsson', 'position': 'Goalkeeper', 'dateOfBirth': '1995-02-18', 'nationality': 'Iceland'}, {'id': 5530, 'name': 'Aaron Ramsdale', 'position': 'Goalkeeper', 'dateOfBirth': '1998-05-14', 'nationality': 'England'}, {'id': 165267, 'name': 'Arthur Okonkwo', 'position': 'Goalkeeper', 'dateOfBirth': '2001-09-09', 'nationality': 'England'}, {'id': 171669, 'name': 'Karl Hein', 'position': 'Goalkeeper', 'dateOfBirth': None, 'nationality': 'Estonia'}, {'id': 3244, 'name': 'Cédric', 'position': 'Defence', 'dateOfBirth': '1991-08-31', 'nationality': 'Portugal'}, {'id': 6154, 'name': 'Ben White', 'position': 'Defence', 'dateOfBirth': '1997-10-08', 'nationality': 'England'}, {'id': 7784, 'name': 'Rob Holding', 'position': 'Defence', 'dateOfBirth': '1995-09-20', 'nationality': 'England'}, {'id': 7889, 'name': 'Oleksandr Zinchenko', 'position': 'Defence', 'dateOfBirth': '1996-12-15', 'nationality': 'Ukraine'}, {'id': 9034, 'name': 'Takehiro Tomiyasu', 'position': 'Defence', 'dateOfBirth': '1998-11-05', 'nationality': 'Japan'}, {'id': 15615, 'name': 'Kieran Tierney', 'position': 'Defence', 'dateOfBirth': '1997-06-05', 'nationality': 'Scotland'}, {'id': 23128, 'name': 'Gabriel', 'position': 'Defence', 'dateOfBirth': '1997-12-19', 'nationality': 'Brazil'}, {'id': 80171, 'name': 'William Saliba', 'position': 'Defence', 'dateOfBirth': '2001-03-24', 'nationality': 'France'}, {'id': 80459, 'name': 'Nuno Tavares', 'position': 'Defence', 'dateOfBirth': '2000-01-26', 'nationality': 'Portugal'}, {'id': 98816, 'name': 'Jurrien Timber', 'position': 'Defence', 'dateOfBirth': '2001-06-17', 'nationality': 'Netherlands'}, {'id': 147286, 'name': 'Jakub Kiwior', 'position': 'Defence', 'dateOfBirth': '2000-02-15', 'nationality': 'Poland'}, {'id': 110, 'name': 'Thomas Partey', 'position': 'Midfield', 'dateOfBirth': '1993-06-13', 'nationality': 'Ghana'}, {'id': 171, 'name': 'Kai Havertz', 'position': 'Midfield', 'dateOfBirth': '1999-06-11', 'nationality': 'Germany'}, {'id': 2094, 'name': 'Jorginho', 'position': 'Midfield', 'dateOfBirth': '1991-12-20', 'nationality': 'Italy'}, {'id': 3755, 'name': 'Mohamed El Neny', 'position': 'Midfield', 'dateOfBirth': '1992-07-11', 'nationality': 'Egypt'}, {'id': 7427, 'name': 'Martin Ødegaard', 'position': 'Midfield', 'dateOfBirth': '1998-12-17', 'nationality': 'Norway'}, {'id': 8215, 'name': 'Declan Rice', 'position': 'Midfield', 'dateOfBirth': '1999-01-14', 'nationality': 'England'}, {'id': 8862, 'name': 'Albert Sambi Lokonga', 'position': 'Midfield', 'dateOfBirth': '1999-10-22', 'nationality': 'Belgium'}, {'id': 8984, 'name': 'Leandro Trossard', 'position': 'Midfield', 'dateOfBirth': '1994-12-04', 'nationality': 'Belgium'}, {'id': 85570, 'name': 'Emile Smith Rowe', 'position': 'Midfield', 'dateOfBirth': '2000-07-28', 'nationality': 'England'}, {'id': 112948, 'name': 'Fabio Vieira', 'position': 'Midfield', 'dateOfBirth': '2000-05-30', 'nationality': 'Portugal'}, {'id': 3236, 'name': 'Gabriel Jesus', 'position': 'Offence', 'dateOfBirth': '1997-04-03', 'nationality': 'Brazil'}, {'id': 7799, 'name': 'Reiss Nelson', 'position': 'Offence', 'dateOfBirth': '1999-12-10', 'nationality': 'England'}, {'id': 7800, 'name': 'Eddie Nketiah', 'position': 'Offence', 'dateOfBirth': '1999-05-30', 'nationality': 'England'}, {'id': 8412, 'name': 'Nicolas Pépé', 'position': 'Offence', 'dateOfBirth': '1995-05-29', 'nationality': 'Ivory Coast'}, {'id': 61450, 'name': 'Martinelli', 'position': 'Offence', 'dateOfBirth': '2001-06-18', 'nationality': 'Brazil'}, {'id': 99813, 'name': 'Bukayo Saka', 'position': 'Offence', 'dateOfBirth': '2001-09-05', 'nationality': 'England'}, {'id': 131040, 'name': 'Folarin Balogun', 'position': 'Offence', 'dateOfBirth': '2001-07-03', 'nationality': 'England'}, {'id': 179744, 'name': 'Mikel Arteta', 'position': None, 'dateOfBirth': '1982-03-26', 'nationality': 'Spain'}]",[],2022-02-10T19:48:56Z,2072,England,ENG,https://crests.football-data.org/770.svg,179744,0,Mikel Arteta,Mikel Arteta,1982-03-26,Spain,2019-12,2025-06
1,1,58,Aston Villa FC,Aston Villa,AVL,https://crests.football-data.org/58.png,Villa Park Birmingham B6 6HE,http://www.avfc.co.uk,1872.0,Claret / Sky Blue,Villa Park,"[{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}, {'id': 2154, 'name': 'UEFA Conference League', 'code': 'UCL', 'type': 'CUP', 'emblem': 'https://crests.football-data.org/UCL.png'}]","[{'id': 3141, 'name': 'Emiliano Martínez', 'position': 'Goalkeeper', 'dateOfBirth': '1992-09-02', 'nationality': 'Argentina'}, {'id': 15512, 'name': 'Robin Olsen', 'position': 'Goalkeeper', 'dateOfBirth': '1990-01-08', 'nationality': 'Sweden'}, {'id': 3359, 'name': 'Lucas Digne', 'position': 'Defence', 'dateOfBirth': '1993-07-20', 'nationality': 'France'}, {'id': 4082, 'name': 'Kortney Hause', 'position': 'Defence', 'dateOfBirth': '1995-07-16', 'nationality': 'England'}, {'id': 6317, 'name': 'Ezri Konsa', 'position': 'Defence', 'dateOfBirth': '1998-04-06', 'nationality': 'England'}, {'id': 7787, 'name': 'Calum Chambers', 'position': 'Defence', 'dateOfBirth': '1995-01-20', 'nationality': 'England'}, {'id': 8235, 'name': 'Tyrone Mings', 'position': 'Defence', 'dateOfBirth': '1993-03-13', 'nationality': 'England'}, {'id': 8346, 'name': 'Boubacar Kamara', 'position': 'Defence', 'dateOfBirth': '1999-11-23', 'nationality': 'France'}, {'id': 8698, 'name': 'Diego Carlos', 'position': 'Defence', 'dateOfBirth': '1993-03-15', 'nationality': 'Brazil'}, {'id': 11644, 'name': 'Matty Cash', 'position': 'Defence', 'dateOfBirth': '1997-08-07', 'nationality': 'Poland'}, {'id': 32123, 'name': 'Alex Moreno', 'position': 'Defence', 'dateOfBirth': '1993-06-08', 'nationality': 'Spain'}, {'id': 33109, 'name': 'Pau Torres', 'position': 'Defence', 'dateOfBirth': '1997-01-16', 'nationality': 'Spain'}, {'id': 3228, 'name': 'Philippe Coutinho', 'position': 'Midfield', 'dateOfBirth': '1992-06-12', 'nationality': 'Brazil'}, {'id': 3658, 'name': 'Youri Tielemans', 'position': 'Midfield', 'dateOfBirth': '1997-05-07', 'nationality': 'Belgium'}, {'id': 3659, 'name': 'Leander Dendoncker', 'position': 'Midfield', 'dateOfBirth': '1995-04-15', 'nationality': 'Belgium'}, {'id': 31941, 'name': 'Emiliano Buendía', 'position': 'Midfield', 'dateOfBirth': '1996-12-25', 'nationality': 'Argentina'}, {'id': 33525, 'name': 'Douglas Luiz', 'position': 'Midfield', 'dateOfBirth': '1998-05-09', 'nationality': 'Brazil'}, {'id': 34646, 'name': 'John McGinn', 'position': 'Midfield', 'dateOfBirth': '1994-10-18', 'nationality': 'Scotland'}, {'id': 111437, 'name': 'Jacob Ramsey', 'position': 'Midfield', 'dateOfBirth': '2001-05-28', 'nationality': 'England'}, {'id': 172632, 'name': 'Jaden Philogene-Bidace', 'position': 'Midfield', 'dateOfBirth': '2002-02-08', 'nationality': 'England'}, {'id': 191406, 'name': 'Tim Iroegbunam', 'position': 'Midfield', 'dateOfBirth': '2003-06-30', 'nationality': 'England'}, {'id': 157, 'name': 'Leon Bailey', 'position': 'Offence', 'dateOfBirth': '1997-08-09', 'nationality': 'Jamaica'}, {'id': 2240, 'name': 'Moussa Diaby', 'position': 'Offence', 'dateOfBirth': '1999-07-07', 'nationality': 'France'}, {'id': 3896, 'name': 'Keinan Davis', 'position': 'Offence', 'dateOfBirth': '1998-02-13', 'nationality': 'England'}, {'id': 4444, 'name': 'Ollie Watkins', 'position': 'Offence', 'dateOfBirth': '1995-12-30', 'nationality': 'England'}, {'id': 8467, 'name': 'Bertrand Traoré', 'position': 'Offence', 'dateOfBirth': '1995-09-06', 'nationality': 'Burkina Faso'}, {'id': 104493, 'name': 'Jhon Durán', 'position': 'Offence', 'dateOfBirth': '2003-12-13', 'nationality': 'Colombia'}, {'id': 128242, 'name': 'Cameron Archer', 'position': 'Offence', 'dateOfBirth': '2001-07-21', 'nationality': 'England'}, {'id': 11616, 'name': 'Unai Emery', 'position': None, 'dateOfBirth': '1971-11-03', 'nationality': 'Spain'}]",[],2022-04-03T16:22:14Z,2072,England,ENG,https://crests.football-data.org/770.svg,11616,0,Unai Emery,Unai Emery,1971-11-03,Spain,2022-11,2024-06
2,2,61,Chelsea FC,Chelsea,CHE,https://crests.football-data.org/61.png,Fulham Road London SW6 1HS,http://www.chelseafc.com,1905.0,Royal Blue / White,Stamford Bridge,"[{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}, {'id': 2139, 'name': 'Football League Cup', 'code': 'FLC', 'type': 'CUP', 'emblem': 'https://crests.football-data.org/FLC.png'}]","[{'id': 3953, 'name': 'Marcus Bettinelli', 'position': 'Goalkeeper', 'dateOfBirth': '1992-05-24', 'nationality': 'England'}, {'id': 135555, 'name': 'Robert Sánchez', 'position': 'Goalkeeper', 'dateOfBirth': '1997-11-18', 'nationality': 'Spain'}, {'id': 179663, 'name': 'Lucas Bergström', 'position': 'Goalkeeper', 'dateOfBirth': '2002-09-05', 'nationality': 'Finland'}, {'id': 813, 'name': 'Axel Disasi', 'position': 'Defence', 'dateOfBirth': '1998-03-11', 'nationality': 'France'}, {'id': 3224, 'name': 'Thiago Silva', 'position': 'Defence', 'dateOfBirth': '1984-09-22', 'nationality': 'Brazil'}, {'id': 7810, 'name': 'Trevoh Chalobah', 'position': 'Defence', 'dateOfBirth': '1999-07-05', 'nationality': 'England'}, {'id': 8065, 'name': 'Ben Chilwell', 'position': 'Defence', 'dateOfBirth': '1996-12-21', 'nationality': 'England'}, {'id': 8424, 'name': 'Malang Sarr', 'position': 'Defence', 'dateOfBirth': '1999-01-23', 'nationality': 'France'}, {'id': 8545, 'name': 'Wesley Fofana', 'position': 'Defence', 'dateOfBirth': '2000-12-17', 'nationality': 'France'}, {'id': 15863, 'name': 'Cucurella', 'position': 'Defence', 'dateOfBirth': '1998-07-22', 'nationality': 'Spain'}, {'id': 56628, 'name': 'Reece James', 'position': 'Defence', 'dateOfBirth': '1999-12-08', 'nationality': 'England'}, {'id': 131120, 'name': 'Ian Maatsen', 'position': 'Defence', 'dateOfBirth': '2002-03-10', 'nationality': 'Netherlands'}, {'id': 152498, 'name': 'Malo Gusto', 'position': 'Defence', 'dateOfBirth': '2003-05-19', 'nationality': 'France'}, {'id': 170426, 'name': 'Benoît Badiashile', 'position': 'Defence', 'dateOfBirth': '2001-03-26', 'nationality': 'France'}, {'id': 170440, 'name': 'Levi Colwill', 'position': 'Defence', 'dateOfBirth': '2003-02-26', 'nationality': 'England'}, {'id': 191140, 'name': 'Lewis Hall', 'position': 'Defence', 'dateOfBirth': '2025-06-30', 'nationality': 'England'}, {'id': 3707, 'name': 'Hakim Ziyech', 'position': 'Midfield', 'dateOfBirth': '1993-03-19', 'nationality': 'Morocco'}, {'id': 8484, 'name': 'Christopher Nkunku', 'position': 'Midfield', 'dateOfBirth': '1997-11-14', 'nationality': 'France'}, {'id': 11609, 'name': 'Mauricio Pochettino', 'position': 'Midfield', 'dateOfBirth': '1972-03-02', 'nationality': 'Argentina'}, {'id': 98978, 'name': 'Mykhailo Mudryk', 'position': 'Midfield', 'dateOfBirth': '2001-01-05', 'nationality': 'Ukraine'}, {'id': 102603, 'name': 'Enzo Fernández', 'position': 'Midfield', 'dateOfBirth': '2001-01-17', 'nationality': 'Argentina'}, {'id': 119265, 'name': 'Conor Gallagher', 'position': 'Midfield', 'dateOfBirth': '2000-02-06', 'nationality': 'England'}, {'id': 153555, 'name': 'Chimuanya Ugochukwu', 'position': 'Midfield', 'dateOfBirth': '2004-03-26', 'nationality': 'France'}, {'id': 166366, 'name': 'Andrey Santos', 'position': 'Midfield', 'dateOfBirth': '2004-05-03', 'nationality': 'Brazil'}, {'id': 167570, 'name': 'Carney Chukwuemeka', 'position': 'Midfield', 'dateOfBirth': '2003-10-20', 'nationality': 'England'}, {'id': 167720, 'name': 'Noni Madueke', 'position': 'Midfield', 'dateOfBirth': '2002-03-10', 'nationality': 'England'}, {'id': 3329, 'name': 'Raheem Sterling', 'position': 'Offence', 'dateOfBirth': '1994-12-08', 'nationality': 'England'}, {'id': 3662, 'name': 'Romelu Lukaku', 'position': 'Offence', 'dateOfBirth': '1993-05-13', 'nationality': 'Belgium'}, {'id': 7816, 'name': 'Callum Hudson-Odoi', 'position': 'Offence', 'dateOfBirth': '2000-11-07', 'nationality': 'England'}, {'id': 143054, 'name': 'Armando Broja', 'position': 'Offence', 'dateOfBirth': '2001-09-10', 'nationality': 'Albania'}, {'id': 152515, 'name': 'Nicolas Jackson', 'position': 'Offence', 'dateOfBirth': '2001-06-20', 'nationality': 'Senegal'}, {'id': 217466, 'name': 'Eddie Beach', 'position': None, 'dateOfBirth': '2003-11-14', 'nationality': 'Wales'}]",[],2022-02-10T19:24:40Z,2072,England,ENG,https://crests.football-data.org/770.svg,11609,Mauricio,Pochettino,Mauricio Pochettino,1972-03-02,Argentina,2023-07,2025-06
3,3,62,Everton FC,Everton,EVE,https://crests.football-data.org/62.png,Goodison Park Liverpool L4 4EL,http://www.evertonfc.com,1878.0,Blue / White,Goodison Park,"[{'id': 2021, 'name': 'Premier League', 'code': 'PL', 'type': 'LEAGUE', 'emblem': 'https://crests.football-data.org/PL.png'}, {'id': 2139, 'name': 'Football League Cup', 'code': 'FLC', 'type': 'CUP', 'emblem': 'https://crests.football-data.org/FLC.png'}]","[{'id': 3309, 'name': 'Jordan Pickford', 'position': 'Goalkeeper', 'dateOfBirth': '1994-03-07', 'nationality': 'England'}, {'id': 4133, 'name': 'Andy Lonergan', 'position': 'Goalkeeper', 'dateOfBirth': '1983-10-19', 'nationality': 'England'}, {'id': 82207, 'name': 'João Virgínia', 'position': 'Goalkeeper', 'dateOfBirth': '1999-10-10', 'nationality': 'Portugal'}, {'id': 3316, 'name': 'James Tarkowski', 'position': 'Defence', 'dateOfBirth': '1992-11-19', 'nationality': 'England'}, {'id': 3317, 'name': 'Ashley Young', 'position': 'Defence', 'dateOfBirth': '1985-07-09', 'nationality': 'England'}, {'id': 5487, 'name': 'Ben Godfrey', 'position': 'Defence', 'dateOfBirth': '1998-01-15', 'nationality': 'England'}, {'id': 7826, 'name': 'Mason Holgate', 'position': 'Defence', 'dateOfBirth': '1996-10-22', 'nationality': 'England'}, {'id': 7829, 'name': 'Michael Keane', 'position': 'Defence', 'dateOfBirth': '1993-01-11', 'nationality': 'England'}, {'id': 7836, 'name': 'Séamus Coleman', 'position': 'Defence', 'dateOfBirth': '1988-10-11', 'nationality': 'Ireland'}, {'id': 16165, 'name': 'Vitalii Mykolenko', 'position': 'Defence', 'dateOfBirth': '1999-05-29', 'nationality': 'Ukraine'}, {'id': 114120, 'name': 'Jarrad Branthwaite', 'position': 'Defence', 'dateOfBirth': '2002-06-27', 'nationality': 'England'}, {'id': 138174, 'name': 'Nathan Patterson', 'position': 'Defence', 'dateOfBirth': '2001-10-16', 'nationality': 'Scotland'}, {'id': 3251, 'name': 'André Gomes', 'position': 'Midfield', 'dateOfBirth': '1993-07-30', 'nationality': 'Portugal'}, {'id': 3324, 'name': 'Dele Alli', 'position': 'Midfield', 'dateOfBirth': '1996-04-11', 'nationality': 'England'}, {'id': 3627, 'name': 'Idrissa Gana Guèye', 'position': 'Midfield', 'dateOfBirth': '1989-09-26', 'nationality': 'Senegal'}, {'id': 4220, 'name': 'Jack Harrison', 'position': 'Midfield', 'dateOfBirth': '1996-11-20', 'nationality': 'England'}, {'id': 6623, 'name': 'Jean-Philippe Gbamin', 'position': 'Midfield', 'dateOfBirth': '1995-09-25', 'nationality': 'Ivory Coast'}, {'id': 8072, 'name': 'Demarai Gray', 'position': 'Midfield', 'dateOfBirth': '1996-06-28', 'nationality': 'Jamaica'}, {'id': 8119, 'name': 'Abdoulaye Doucouré', 'position': 'Midfield', 'dateOfBirth': '1993-01-01', 'nationality': 'Mali'}, {'id': 11623, 'name': 'Dwight McNeil', 'position': 'Midfield', 'dateOfBirth': '1999-11-22', 'nationality': 'England'}, {'id': 101076, 'name': 'James Garner', 'position': 'Midfield', 'dateOfBirth': '2001-03-13', 'nationality': 'England'}, {'id': 114024, 'name': 'Amadou Onana', 'position': 'Midfield', 'dateOfBirth': '2001-08-16', 'nationality': 'Belgium'}, {'id': 3392, 'name': 'Alex Iwobi', 'position': 'Offence', 'dateOfBirth': '1996-05-03', 'nationality': 'Nigeria'}, {'id': 4443, 'name': 'Neal Maupay', 'position': 'Offence', 'dateOfBirth': '1996-08-14', 'nationality': 'France'}, {'id': 7839, 'name': 'Dominic Calvert-Lewin', 'position': 'Offence', 'dateOfBirth': '1997-03-16', 'nationality': 'England'}, {'id': 9870, 'name': 'Arnaut Danjuma', 'position': 'Offence', 'dateOfBirth': '1997-01-31', 'nationality': 'Netherlands'}, {'id': 188082, 'name': 'Youssef Chermiti', 'position': 'Offence', 'dateOfBirth': '2004-05-24', 'nationality': 'Portugal'}, {'id': 189611, 'name': 'Thomas Cannon', 'position': 'Offence', 'dateOfBirth': '2002-12-28', 'nationality': 'England'}, {'id': 11584, 'name': 'Sean Dyche', 'position': None, 'dateOfBirth': '1971-06-28', 'nationality': 'England'}]",[],2022-02-10T19:47:42Z,2072,England,ENG,https://crests.football-data.org/770.svg,11584,Sean,Dyche,Sean Dyche,1971-06-28,England,2023-01,2025-06
